gene_id	gene_name	gene_type	K	Kin	Kout	TypeI	TypeII	Weight	CT_Score	CT_Score_norm	beta_y	p_value	fdr	MR_Score	Gene_Effect	MR_Score_norm
ENSG00000100211	CBY1	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100219	XBP1	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100225	FBXO7	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100226	GTPBP1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100234	TIMP3	protein_coding	5	3	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100241	SBF1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100246	DNAL4	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100263	RHBDD3	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	1.422526104	0.718	0.92451	0	Risk	0
ENSG00000100266	PACSIN2	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100280	AP1B1	protein_coding	14	9	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100281	HMGXB4	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100284	TOM1	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100285	NEFH	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100288	CHKB	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	16.27722694	0.203	0.63485	0	Risk	0
ENSG00000100292	HMOX1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100296	THOC5	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100297	MCM5	protein_coding	13	6	7	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100299	ARSA	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-26.99858699	0.498	0.85211	0	Preventive	0
ENSG00000100300	TSPO	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100302	RASD2	protein_coding	11	4	7	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100304	TTLL12	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	5.414437969	0.344	0.76495	0	Risk	0
ENSG00000100307	CBX7	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100311	PDGFB	protein_coding	9	6	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100325	ASCC2	protein_coding	28	19	9	0	1	2	56	0.093645485	NA	NA	NA	0	NA	NA
ENSG00000100345	MYH9	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100350	FOXRED2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-4.631729931	0.36	0.77077	0	Preventive	0
ENSG00000100351	GRAP2	protein_coding	36	14	22	0	1	2	72	0.120401338	NA	NA	NA	0	NA	NA
ENSG00000100353	EIF3D	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100368	CSF2RB	protein_coding	25	5	20	0	1	2	50	0.08361204	NA	NA	NA	0	NA	NA
ENSG00000100379	KCTD17	protein_coding	3	1	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100380	ST13	protein_coding	10	3	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100385	IL2RB	protein_coding	25	2	23	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100387	RBX1	protein_coding	21	15	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100393	EP300	protein_coding	270	162	108	0	1	2	540	0.903010033	NA	NA	NA	0	NA	NA
ENSG00000100395	L3MBTL2	protein_coding	2	1	1	0	1	2	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000100401	RANGAP1	protein_coding	6	3	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100403	ZC3H7B	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100412	ACO2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100425	BRD1	protein_coding	5	4	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100429	HDAC10	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100439	ABHD4	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100441	KHNYN	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-1.023101199	0.892	0.98067	0	Preventive	0
ENSG00000100442	FKBP3	protein_coding	6	3	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100448	CTSG	protein_coding	24	10	14	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100453	GZMB	protein_coding	18	2	16	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100461	RBM23	protein_coding	10	7	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100462	PRMT5	protein_coding	19	3	16	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100479	POLE2	protein_coding	5	3	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100485	SOS2	protein_coding	16	10	6	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000100490	CDKL1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100503	NIN	protein_coding	8	4	4	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000100505	TRIM9	protein_coding	4	4	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100519	PSMC6	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100522	GNPNAT1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100526	CDKN3	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100567	PSMA3	protein_coding	20	11	9	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000100568	VTI1B	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100591	AHSA1	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100592	DAAM1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100599	RIN3	protein_coding	5	5	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100603	SNW1	protein_coding	28	14	14	0	1	2	56	0.093645485	NA	NA	NA	0	NA	NA
ENSG00000100614	PPM1A	protein_coding	14	4	10	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000100625	SIX4	protein_coding	2	2	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100632	ERH	protein_coding	14	9	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100644	HIF1A	protein_coding	40	27	13	0	1	2	80	0.133779264	NA	NA	NA	0	NA	NA
ENSG00000100664	EIF5	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100665	SERPINA4	protein_coding	12	7	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100678	SLC8A3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100721	TCL1A	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100726	TELO2	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	5.271405461	0.503	0.85624	0	Risk	0
ENSG00000100731	PCNX1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-22.01212728	0.597	0.89156	0	Preventive	0
ENSG00000100739	BDKRB1	protein_coding	1	0	1	1	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000100764	PSMC1	protein_coding	11	6	5	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000100784	RPS6KA5	protein_coding	39	16	23	0	1	2	78	0.130434783	NA	NA	NA	0	NA	NA
ENSG00000100804	PSMB5	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100811	YY1	protein_coding	31	18	13	0	1	2	62	0.10367893	NA	NA	NA	0	NA	NA
ENSG00000100813	ACIN1	protein_coding	8	5	3	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000100814	CCNB1IP1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100815	TRIP11	protein_coding	5	3	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100823	APEX1	protein_coding	23	14	9	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100836	PABPN1	protein_coding	6	4	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100842	EFS	protein_coding	8	4	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100852	ARHGAP5	protein_coding	8	3	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100888	CHD8	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100906	NFKBIA	protein_coding	59	33	26	0	1	2	118	0.197324415	NA	NA	NA	0	NA	NA
ENSG00000100941	PNN	protein_coding	17	10	7	0	1	2	34	0.056856187	NA	NA	NA	0	NA	NA
ENSG00000100979	PLTP	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100982	PCIF1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000100985	MMP9	protein_coding	19	0	19	2	0	1	19	0.031772575	NA	NA	NA	0	NA	NA
ENSG00000100991	TRPC4AP	protein_coding	8	3	5	2	2	0	0	0	-1.746015329	0.153	0.57939	0	Preventive	0
ENSG00000101000	PROCR	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000101017	CD40	protein_coding	23	3	20	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101040	ZMYND8	protein_coding	11	8	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101057	MYBL2	protein_coding	27	19	8	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101076	HNF4A	protein_coding	42	12	30	0	1	2	84	0.140468227	NA	NA	NA	0	NA	NA
ENSG00000101082	SLA2	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101096	NFATC2	protein_coding	34	22	12	0	1	2	68	0.113712375	NA	NA	NA	0	NA	NA
ENSG00000101109	STK4	protein_coding	5	3	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101115	SALL4	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-1.009494838	0.578	0.88063	0	Preventive	0
ENSG00000101126	ADNP	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101132	PFDN4	protein_coding	4	2	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101134	DOK5	protein_coding	7	6	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101144	BMP7	protein_coding	11	5	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101146	RAE1	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101158	NELFCD	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	19.30217485	0.134	0.54848	0	Risk	0
ENSG00000101161	PRPF6	protein_coding	6	4	2	0	1	2	12	0.02006689	NA	NA	NA	0	NA	NA
ENSG00000101182	PSMA7	protein_coding	6	5	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101188	NTSR1	protein_coding	2	0	2	1	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000101197	BIRC7	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101199	ARFGAP1	protein_coding	10	6	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101200	AVP	protein_coding	5	3	2	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000101204	CHRNA4	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101210	EEF1A2	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101213	PTK6	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101216	GMEB2	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101222	SPEF1	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101224	CDC25B	protein_coding	21	11	10	2	1	0	0	0	2.842585567	0.669	0.90599	0	Risk	0
ENSG00000101236	RNF24	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	4.702841286	0.04	0.39527	0	Risk	0
ENSG00000101246	ARFRP1	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101247	NDUFAF5	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	2.274624837	0.125	0.53526	0	Risk	0
ENSG00000101255	TRIB3	protein_coding	13	8	5	1	2	0	0	0	-4.23680358	0.052	0.4136	0	Preventive	0
ENSG00000101266	CSNK2A1	protein_coding	165	89	76	0	1	2	330	0.551839465	NA	NA	NA	0	NA	NA
ENSG00000101307	SIRPB1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-60.95569404	0.547	0.86916	0	Preventive	0
ENSG00000101336	HCK	protein_coding	81	48	33	0	1	2	162	0.27090301	NA	NA	NA	0	NA	NA
ENSG00000101350	KIF3B	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101361	NOP56	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101365	IDH3B	protein_coding	5	4	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101384	JAG1	protein_coding	5	3	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101391	CDK5RAP1	protein_coding	4	2	2	0	1	2	8	0.013377926	NA	NA	NA	0	NA	NA
ENSG00000101400	SNTA1	protein_coding	22	3	19	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101405	OXT	protein_coding	4	2	2	0	1	2	8	0.013377926	NA	NA	NA	0	NA	NA
ENSG00000101412	E2F1	protein_coding	58	34	24	0	1	2	116	0.193979933	NA	NA	NA	0	NA	NA
ENSG00000101421	CHMP4B	protein_coding	13	7	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101439	CST3	protein_coding	8	6	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101440	ASIP	protein_coding	6	4	2	0	1	2	12	0.02006689	NA	NA	NA	0	NA	NA
ENSG00000101447	FAM83D	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101457	DNTTIP1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.082233288	0.986	0.9998	0	Risk	0
ENSG00000101460	MAP1LC3A	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101493	ZNF516	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101558	VAPA	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101624	CEP76	protein_coding	8	2	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101639	CEP192	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	35.4019747	0.032	0.36603	0	Risk	0
ENSG00000101665	SMAD7	protein_coding	49	35	14	0	1	2	98	0.163879599	NA	NA	NA	0	NA	NA
ENSG00000101680	LAMA1	protein_coding	18	6	12	0	1	2	36	0.060200669	NA	NA	NA	0	NA	NA
ENSG00000101746	NOL4	protein_coding	6	3	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101751	POLI	protein_coding	4	1	3	1	2	0	0	0	61.56762672	0.662	0.90599	0	Risk	0
ENSG00000101752	MIB1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101773	RBBP8	protein_coding	18	8	10	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101811	CSTF2	protein_coding	15	9	6	0	1	2	30	0.050167224	NA	NA	NA	0	NA	NA
ENSG00000101843	PSMD10	protein_coding	6	2	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101849	TBL1X	protein_coding	11	5	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101850	GPR143	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000101856	PGRMC1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101868	POLA1	protein_coding	10	4	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101871	MID1	protein_coding	4	4	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101882	NKAP	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101901	ALG13	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101916	TLR8	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000101945	SUV39H1	protein_coding	33	21	12	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101958	GLRA2	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101966	XIAP	protein_coding	21	4	17	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101977	MCF2	protein_coding	15	9	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000101981	F9	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102003	SYP	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102007	PLP2	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102010	BMX	protein_coding	16	8	8	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000102032	RENBP	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102034	ELF4	protein_coding	7	6	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102038	SMARCA1	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102054	RBBP7	protein_coding	13	1	12	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102057	KCND1	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102076	OPN1LW	protein_coding	4	0	4	2	0	1	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000102081	FMR1	protein_coding	12	7	5	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000102096	PIM2	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102100	SLC35A2	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102103	PQBP1	protein_coding	14	9	5	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000102119	EMD	protein_coding	16	10	6	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000102144	PGK1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102145	GATA1	protein_coding	24	15	9	0	1	2	48	0.080267559	NA	NA	NA	0	NA	NA
ENSG00000102172	SMS	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102178	UBL4A	protein_coding	1	0	1	1	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000102189	EEA1	protein_coding	8	4	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102226	USP11	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102241	HTATSF1	protein_coding	11	5	6	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102243	VGLL1	protein_coding	3	3	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102245	CD40LG	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102265	TIMP1	protein_coding	7	4	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102309	PIN4	protein_coding	6	4	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102312	PORCN	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102349	KLF8	protein_coding	2	2	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102362	SYTL4	protein_coding	6	3	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102401	ARMCX3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102468	HTR2A	protein_coding	15	3	12	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102471	NDFIP2	protein_coding	4	2	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102524	TNFSF13B	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102539	MLNR	protein_coding	3	1	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102554	KLF5	protein_coding	14	8	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102572	STK24	protein_coding	4	2	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102575	ACP5	protein_coding	11	7	4	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000102580	DNAJC3	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102606	ARHGEF7	protein_coding	19	9	10	0	1	2	38	0.063545151	-4.762074447	0.016	0.25942	0	Preventive	0
ENSG00000102678	FGF9	protein_coding	4	0	4	2	0	1	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000102753	KPNA3	protein_coding	9	6	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102755	FLT1	protein_coding	19	2	17	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102804	TSC22D1	protein_coding	52	42	10	0	1	2	104	0.173913043	NA	NA	NA	0	NA	NA
ENSG00000102871	TRADD	protein_coding	23	10	13	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102878	HSF4	protein_coding	7	7	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102879	CORO1A	protein_coding	3	3	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102882	MAPK3	protein_coding	118	71	47	0	1	2	236	0.394648829	NA	NA	NA	0	NA	NA
ENSG00000102898	NUTF2	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102901	CENPT	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102908	NFAT5	protein_coding	2	2	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102935	ZNF423	protein_coding	6	4	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102962	CCL22	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102970	CCL17	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102974	CTCF	protein_coding	8	6	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102977	ACD	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000102978	POLR2C	protein_coding	20	11	9	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000102981	PARD6A	protein_coding	17	8	9	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103021	CCDC113	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103024	NME3	protein_coding	5	2	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103035	PSMD7	protein_coding	6	2	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103043	VAC14	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103051	COG4	protein_coding	2	1	1	0	1	2	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000103056	SMPD3	protein_coding	10	2	8	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103111	MON1B	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-1.107888916	0.752	0.93535	0	Preventive	0
ENSG00000103126	AXIN1	protein_coding	33	7	26	0	1	2	66	0.110367893	NA	NA	NA	0	NA	NA
ENSG00000103145	HCFC1R1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103152	MPG	protein_coding	5	3	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103154	NECAB2	protein_coding	19	15	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103168	TAF1C	protein_coding	14	9	5	0	1	2	28	0.046822742	128.3931092	0.701	0.92138	0	Risk	0
ENSG00000103174	NAGPA	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103197	TSC2	protein_coding	22	14	8	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103199	ZNF500	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	0.514687288	0.977	0.99875	0	Risk	0
ENSG00000103202	NME4	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103227	LMF1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	26.96963376	0.474	0.843	0	Risk	0
ENSG00000103245	NARFL	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	10.73220801	0.12	0.52737	0	Risk	0
ENSG00000103266	STUB1	protein_coding	23	3	20	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103275	UBE2I	protein_coding	127	75	52	0	1	2	254	0.424749164	NA	NA	NA	0	NA	NA
ENSG00000103313	MEFV	protein_coding	3	3	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103316	CRYM	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103342	GSPT1	protein_coding	8	5	3	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000103343	ZNF174	protein_coding	2	2	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103351	CLUAP1	protein_coding	2	1	1	1	2	0	0	0	22.99093333	0.909	0.98766	0	Risk	0
ENSG00000103365	GGA2	protein_coding	18	4	14	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103449	SALL1	protein_coding	7	5	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103479	RBL2	protein_coding	35	23	12	0	1	2	70	0.117056856	NA	NA	NA	0	NA	NA
ENSG00000103485	QPRT	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103490	PYCARD	protein_coding	8	6	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
